,symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
299,SHYG, , ,2013-10-17,0.0016048512237412105,0.0038051184555170092,0.0032038962214633315,0.007410235780833885,0.029532798467891697,0.015530946490667219,0.010086324404724678,0.007201015660602161,0.6754231377262923,0.034757429160791053,0.08108985758374754,0.08186996136081048
300,SPUU, , ,2014-05-28,-1.1102230246251565e-16,0.010010128750667535,0.014014025862322477,0.050550605542156735,0.0668169897119717,0.2502502167659,-0.0007875762714139034,0.005167206362213239,0.5149389059112965,0.02820116854671184,0.02909945914854628,0.13229628362040668
301,EBLU, , ,2017-02-15,0.004996003106035651,0.0,0.015311243341768588,0.007158487684573167,0.03356258703369819,0.15810601136511138,0.005685859164037188,-0.0006439603726777765,0.1760270711483749,0.010878272060734107,0.04106505568115382,0.16014727989359545
302,IBDS, , ,2017-09-18,-0.0015993968477117093,-0.004404971106173328,-0.00400448037266643,0.003564452920691741,-0.0019937436345243142,-0.023982307361181898,0.0016177237272625433,0.000538381035631641,0.09640086712736395,0.024503538813246184,0.1479619266184684,0.17528874693068808
303,FPE, , ,2013-02-12,0.0009975291034776124,0.0004978871253455974,0.0009968715628980718,0.009466805025543534,-0.030425395023250257,-0.03900279192802514,0.001437789044958837,0.0011044860943461021,0.9523008507816846,0.03213715484809554,0.05277508324448266,0.2279349782264979
304,IYLD, , ,2012-04-09,0.0,-0.0023937054963885096,0.003193502863679809,0.014366971816235363,0.051752256397668006,0.12376138624277444,0.0013473862221209387,-0.017981969821144528,1.1968408761888147,-0.01149856526196913,0.01854003585396624,0.17652967757994587
305,FMAT, , ,2013-10-24,-0.013666551078810096,-0.00039608394945434,-0.00791780003854814,0.011084661457264833,0.09498412043848337,0.08932249043106011,0.0009501945662382383,0.003892313324133756,0.6564966723688535,0.026485865058393454,0.08204043604130473,0.11898419359749912
306,INDS, , ,2018-05-14,0.0,0.0,-0.01303999960205282,0.023671485869609432,0.04001623500275309,0.1873226919761095,-0.0017865369411114163,-0.006418125412400388,-0.006880685886252014,0.021907971023946704,0.07894938679109154,0.049676919299802114
307,CRBN, , ,2014-12-11,0.0020135909302378963,0.0,-0.021152891353869108,-0.005182743782141341,0.06990991515956457,-0.003079209663411686,0.0005785576994805641,-0.015777129280552415,0.4172595846284295,-0.0016779918599093557,0.0547889413756486,0.02224106169428719
308,PY, , ,2016-03-22,0.0,-0.0056135911175295705,-0.0056135911175295705,0.012429849420301453,0.02821547841420946,0.1667147825081008,0.0033249699612416528,-0.008357796101669535,0.3873368533210064,0.02352567896867419,0.07293522430152866,0.17309602204389862
309,KRMA, , ,2016-07-12,0.0,-0.00019628324605813763,0.0016362048714382293,0.009555007079597999,0.022643979328120567,0.15534678829205117,0.0026084435703732645,-0.00023647714610330883,0.3069953985163465,0.01285086792510759,0.025004856691662525,0.15148631024305703
310,EDOW, , ,2017-08-09,0.000502019520257857,-0.005017479495001087,0.0005017684214878582,-0.009533292928453396,0.11111365873626222,0.16817338791028802,0.0020593291243875544,-0.014248470859101303,0.11607875257513367,-0.0013016871949812492,0.08994170898344112,0.18043812620578792
311,IG, , ,2018-04-19,0.0,0.0,0.0,-0.007603388669345179,0.0015237295778580684,0.04786764678799549,-0.002936222897467089,-0.008145208672742155,0.008302354834226255,0.011842257766868647,0.08418518561259658,0.08989201971451788
312,XMLV, , ,2013-02-15,-0.001980952357922061,0.0063515500755360055,0.0027788086622950736,0.027227269789005026,0.047073739135274684,0.17274576379853368,-0.0020909258904298067,0.007167847516383663,0.9495016372800247,0.021062924811231287,0.058576160562578306,0.2416659269682404
313,TPHD, , ,2019-05-01,-0.006992976612513857,8.02821890875105e-05,-0.008853417154034093,-0.06293770735722504,0.01834893141679461,-0.10740489708521117,-0.010357257969422884,-0.001395457402315503,-0.08061582392513589,-0.0572708491226992,0.020475645009032428,0.007044722071934517
314,EKAR, , ,2018-02-13,-0.0003977815880915614,0.0,0.03223243035773993,0.04138491774216102,-0.009152327958418471,-0.1600062335567024,0.006596636245184806,0.014125086541246556,0.028006164366112918,0.03626675462575557,0.05224876284511493,0.054069773806477706
315,MOAT, , ,2012-04-25,0.0014741414611563197,0.004906622009959838,0.0294404682055478,-0.06231610815285671,0.027477798368827022,0.16257790262810357,0.005000044659870584,0.006188352740660763,1.1792466467285156,-0.049387535695048834,0.012698886744989979,0.16413557552407054
316,FLCH, , ,2017-11-06,0.003947902951872528,0.002359392276744643,0.007668005212224438,-0.046323183901480824,0.08375925268665263,-0.14891418422285463,0.002287023777250541,-0.0020209888928774955,0.05775893196453219,0.01590715536181042,0.05460533449271576,0.06996371315390282
317,KNG, , ,2018-03-27,-0.011674054287142854,0.0,0.0,0.0012564263049597013,0.06668456988735105,0.10422069686398361,-0.021331783822804873,-0.0027166850517165164,0.040844851138069016,0.022249346026389727,0.09359335308193972,0.08577053075216834
318,PFFR, , ,2017-02-08,0.001987251087590458,0.0015864497593289784,0.003926610665825336,-0.003570068149339245,0.05111461613448709,0.015780246770755957,0.0019847418831684394,0.006675919347148618,0.2055335636425326,0.03161904391687842,0.07248896865006604,0.18030165274085475
319,EWRE, , ,2015-08-14,0.004733685604694449,0.0007850955882979793,-0.0006282154563587161,-0.07773836181353433,0.002443021500917242,0.12534505376749472,0.0041868299938656595,0.006494644586706899,0.35675871210827204,-0.050352686402450164,-0.02727410455839696,0.055179262506732885
320,ETHO, , ,2015-11-19,0.000400489753977995,0.004803948076040232,0.01321047713093626,-0.028022483664440156,0.010008058457463553,0.1074825070020402,-0.0015393538113626093,0.004057198427799946,0.36741182231122993,-0.02888670028771778,-0.002579144152002888,0.07760213625861345
321,IBBJ, , ,2020-08-04,-0.010522117870039649,0.0013695777411619758,0.005518364799481423,0.0021750704312208935,0.3608314401375683,0.1074825070020402,0.0061004925631797935,0.007255386711426448,-0.19924891183544025,0.08146758011551314,0.13919317791867103,0.07760213625861345
322,FTXO, , ,2016-10-07,0.0,0.0,-0.030082400884007376,0.011693590420269517,0.3393946792725231,0.3686861380775972,-0.005624510758573065,0.005577639239060961,0.2974501399752376,-0.012334323144623571,0.10253808378189899,0.20885031136347387
323,XSOE, , ,2014-12-29,0.0,-0.002454961870100081,-0.02945997500311226,0.03273325749657907,0.06914891454211713,-0.11175037994075454,0.003395022003504611,-0.004994679119591949,0.37572466831353246,-0.029082231134663683,0.02104556241312272,-0.005108524396125413
